"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
36,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",360,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
42,"self-employed","married","university.degree","no","unknown","unknown","cellular","jul","mon",624,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
60,"retired","married","basic.6y","no","no","no","cellular","aug","mon",79,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
53,"blue-collar","married","basic.4y","no","yes","no","telephone","jul","fri",134,1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
31,"technician","single","professional.course","no","yes","no","telephone","aug","wed",115,3,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
26,"admin.","single","university.degree","no","yes","no","telephone","may","wed",217,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
30,"admin.","single","university.degree","no","no","no","cellular","aug","fri",60,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
30,"admin.","married","university.degree","no","no","no","telephone","may","thu",72,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
55,"blue-collar","divorced","basic.4y","unknown","yes","no","cellular","may","wed",254,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
36,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",87,1,999,2,"failure",-2.9,92.201,-31.4,0.879,5076.2,"no"
31,"technician","single","university.degree","no","no","no","cellular","aug","tue",409,7,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
50,"admin.","married","university.degree","no","yes","yes","cellular","nov","wed",332,4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
42,"technician","married","professional.course","no","yes","no","cellular","aug","wed",685,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
33,"admin.","single","university.degree","no","no","no","cellular","aug","fri",38,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
37,"management","married","university.degree","no","yes","no","cellular","aug","tue",263,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
42,"blue-collar","married","basic.9y","no","no","no","telephone","jun","tue",235,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
36,"unemployed","single","high.school","no","yes","no","cellular","jul","wed",148,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
51,"blue-collar","married","basic.4y","unknown","no","no","cellular","aug","fri",102,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
38,"blue-collar","married","basic.6y","unknown","yes","no","telephone","jun","wed",74,13,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
40,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu",405,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
30,"admin.","married","high.school","no","yes","no","telephone","jun","tue",615,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
36,"technician","married","high.school","no","yes","no","cellular","aug","mon",67,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
51,"retired","married","basic.9y","unknown","no","no","cellular","jul","fri",64,1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
30,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",386,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
31,"technician","single","professional.course","no","yes","no","cellular","aug","thu",301,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
49,"management","married","high.school","no","no","no","cellular","nov","wed",582,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
33,"admin.","single","university.degree","no","yes","yes","cellular","aug","thu",66,6,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
46,"entrepreneur","married","university.degree","unknown","unknown","unknown","telephone","jun","wed",156,9,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
37,"technician","divorced","high.school","no","no","no","cellular","apr","fri",188,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
32,"entrepreneur","married","university.degree","no","yes","yes","telephone","nov","mon",249,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
28,"technician","single","university.degree","unknown","no","no","telephone","jun","wed",262,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
42,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","wed",191,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
46,"housemaid","married","basic.4y","no","no","no","cellular","jul","wed",236,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
27,"admin.","single","university.degree","no","no","no","cellular","may","mon",409,1,1,1,"success",-1.8,92.893,-46.2,1.299,5099.1,"no"
41,"admin.","married","university.degree","unknown","yes","no","cellular","aug","thu",15,9,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
36,"admin.","married","basic.9y","no","yes","no","telephone","jun","thu",622,4,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
28,"entrepreneur","married","high.school","no","yes","no","cellular","may","thu",61,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
39,"technician","married","professional.course","no","yes","no","cellular","jul","thu",202,1,999,1,"failure",-1.7,94.215,-40.3,0.81,4991.6,"no"
46,"management","married","university.degree","no","no","no","cellular","jul","mon",338,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
52,"technician","single","basic.4y","unknown","yes","no","cellular","nov","wed",208,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
52,"management","married","university.degree","no","no","no","telephone","jun","fri",303,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
36,"admin.","divorced","high.school","no","yes","yes","cellular","jul","wed",148,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
31,"blue-collar","divorced","basic.9y","no","yes","no","cellular","jul","fri",65,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
31,"management","married","basic.9y","no","no","yes","telephone","may","wed",161,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
32,"services","single","professional.course","no","yes","no","cellular","jun","tue",297,1,999,2,"failure",-2.9,92.963,-40.8,1.262,5076.2,"no"
35,"services","single","high.school","unknown","yes","no","telephone","may","thu",334,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
33,"admin.","divorced","high.school","no","no","no","telephone","aug","fri",107,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.89,4991.6,"no"
30,"admin.","married","university.degree","no","no","yes","cellular","may","mon",85,2,9,2,"success",-1.8,93.876,-40,0.701,5008.7,"no"
52,"technician","married","basic.4y","unknown","no","no","telephone","may","wed",161,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
57,"admin.","single","university.degree","unknown","yes","no","cellular","aug","wed",86,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
42,"admin.","married","high.school","unknown","yes","no","cellular","aug","mon",76,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
29,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",69,1,999,1,"failure",-2.9,92.201,-31.4,0.851,5076.2,"no"
49,"housemaid","married","university.degree","no","yes","yes","cellular","aug","thu",131,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
57,"management","married","university.degree","no","yes","no","cellular","nov","tue",93,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
34,"admin.","married","high.school","no","no","no","cellular","nov","tue",105,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
33,"admin.","married","university.degree","no","yes","no","cellular","may","wed",172,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
34,"technician","married","professional.course","no","yes","no","cellular","jul","wed",84,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
30,"services","married","high.school","unknown","no","no","telephone","may","wed",629,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
30,"technician","divorced","professional.course","unknown","yes","no","cellular","aug","tue",210,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
37,"self-employed","married","basic.9y","no","yes","yes","cellular","jul","thu",171,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
36,"technician","single","professional.course","unknown","no","no","telephone","may","wed",1106,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
71,"retired","married","professional.course","no","yes","no","cellular","apr","thu",236,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,"no"
47,"admin.","single","university.degree","no","yes","no","cellular","jun","tue",119,1,999,4,"failure",-1.7,94.055,-39.8,0.702,4991.6,"no"
31,"blue-collar","divorced","basic.9y","no","yes","no","cellular","may","tue",160,2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
42,"admin.","married","university.degree","no","no","yes","cellular","jul","thu",56,25,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
52,"self-employed","married","university.degree","no","yes","no","telephone","jun","fri",32,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.707,4991.6,"no"
46,"admin.","married","high.school","no","no","no","telephone","jun","tue",107,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
52,"housemaid","married","basic.4y","unknown","yes","no","telephone","may","mon",84,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
22,"blue-collar","married","professional.course","no","yes","no","cellular","jul","fri",143,5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
42,"technician","married","high.school","unknown","yes","no","cellular","jul","wed",197,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
42,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","fri",304,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
29,"admin.","single","university.degree","no","no","no","telephone","jul","thu",42,1,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no"
34,"services","married","basic.9y","unknown","yes","no","cellular","jul","mon",80,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
33,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",37,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
54,"admin.","divorced","unknown","unknown","no","no","telephone","jun","wed",38,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
31,"services","married","high.school","no","no","no","telephone","may","mon",102,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"services","single","high.school","no","yes","no","cellular","may","wed",87,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
25,"technician","single","university.degree","no","yes","yes","telephone","jun","thu",128,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
32,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",240,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"blue-collar","married","high.school","unknown","no","no","cellular","may","fri",323,2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
29,"technician","single","university.degree","no","no","no","cellular","aug","wed",95,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
26,"admin.","single","university.degree","no","no","no","telephone","oct","wed",541,1,999,2,"failure",-1.1,94.601,-49.5,0.959,4963.6,"no"
33,"services","married","university.degree","unknown","no","no","cellular","aug","thu",74,8,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
49,"management","married","university.degree","no","no","yes","cellular","aug","tue",297,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
40,"blue-collar","married","basic.4y","no","no","no","cellular","apr","mon",687,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"admin.","married","university.degree","no","yes","no","cellular","nov","tue",305,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
51,"housemaid","married","basic.4y","unknown","no","no","cellular","aug","tue",80,5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
33,"technician","single","university.degree","no","yes","yes","cellular","aug","tue",131,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
35,"technician","divorced","university.degree","no","yes","yes","cellular","aug","mon",142,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
43,"management","married","university.degree","no","no","no","cellular","aug","wed",204,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
57,"management","divorced","university.degree","no","unknown","unknown","telephone","may","wed",435,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"blue-collar","single","basic.6y","no","yes","yes","telephone","jun","mon",163,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
49,"management","married","university.degree","no","yes","no","cellular","jul","mon",184,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
31,"technician","single","unknown","unknown","yes","no","cellular","nov","thu",276,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
41,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","tue",225,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
41,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",134,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
44,"unknown","married","basic.6y","no","no","no","telephone","may","wed",254,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
42,"services","married","high.school","no","no","yes","telephone","jun","mon",230,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
57,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","wed",89,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
42,"blue-collar","married","professional.course","no","yes","no","cellular","may","fri",262,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
30,"admin.","married","high.school","no","yes","yes","cellular","may","mon",82,9,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
30,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","fri",190,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
35,"unemployed","married","university.degree","no","no","no","telephone","may","tue",592,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
35,"services","single","high.school","unknown","no","no","cellular","jul","tue",520,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
46,"admin.","married","basic.9y","unknown","no","yes","telephone","jun","fri",24,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
29,"services","married","high.school","no","yes","no","telephone","jun","thu",109,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
36,"entrepreneur","married","university.degree","no","yes","no","telephone","may","tue",135,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
48,"services","married","high.school","unknown","no","no","telephone","may","tue",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"technician","single","unknown","no","no","no","cellular","nov","fri",158,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
39,"blue-collar","married","basic.4y","no","no","no","cellular","may","wed",44,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
55,"retired","divorced","professional.course","no","yes","no","telephone","jun","wed",69,4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
34,"technician","married","high.school","no","yes","no","cellular","aug","mon",77,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
33,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",195,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
30,"technician","single","university.degree","unknown","no","no","cellular","aug","thu",666,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
48,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","mon",481,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
29,"admin.","married","university.degree","no","no","no","cellular","nov","mon",142,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
27,"services","single","university.degree","no","unknown","unknown","cellular","jul","wed",288,9,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
31,"admin.","married","high.school","no","yes","no","cellular","may","wed",14,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
37,"technician","single","university.degree","no","yes","no","cellular","aug","wed",60,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
35,"technician","single","professional.course","no","no","yes","cellular","may","thu",181,2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
52,"services","divorced","basic.6y","no","yes","no","cellular","aug","tue",683,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
27,"self-employed","single","university.degree","no","yes","yes","cellular","may","thu",73,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
54,"technician","married","professional.course","no","yes","no","cellular","aug","wed",14,10,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
38,"services","married","high.school","no","yes","no","telephone","may","tue",169,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
69,"retired","married","high.school","no","yes","no","cellular","apr","wed",153,4,999,1,"failure",-1.8,93.075,-47.1,1.372,5099.1,"no"
41,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",188,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
59,"retired","married","university.degree","unknown","no","no","cellular","jul","wed",108,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
41,"blue-collar","single","basic.6y","unknown","no","no","cellular","jul","wed",92,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
34,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","wed",180,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"technician","married","university.degree","no","yes","no","cellular","aug","thu",13,8,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
48,"admin.","single","basic.4y","unknown","no","no","cellular","nov","wed",340,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
48,"technician","married","professional.course","no","yes","no","cellular","jul","thu",21,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
32,"management","married","high.school","no","no","no","telephone","jun","tue",206,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
47,"management","married","university.degree","no","yes","yes","telephone","may","fri",107,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
26,"blue-collar","single","high.school","no","yes","no","telephone","jun","tue",167,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
46,"admin.","single","high.school","no","no","no","telephone","may","mon",218,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"technician","single","professional.course","no","yes","no","cellular","aug","thu",360,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
37,"technician","single","professional.course","no","yes","no","cellular","may","mon",78,4,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no"
44,"admin.","married","university.degree","no","yes","yes","telephone","may","wed",143,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"technician","single","basic.9y","no","yes","no","cellular","may","mon",112,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
35,"blue-collar","single","high.school","unknown","no","no","cellular","jul","thu",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
47,"management","married","basic.4y","unknown","yes","no","telephone","jun","tue",100,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
39,"blue-collar","single","university.degree","no","no","no","cellular","may","wed",9,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
33,"admin.","married","high.school","no","no","no","cellular","jul","fri",98,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
34,"technician","single","professional.course","no","yes","no","cellular","may","mon",240,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
43,"services","married","basic.6y","no","yes","no","cellular","may","fri",68,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
47,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","mon",162,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"housemaid","married","high.school","no","yes","no","cellular","nov","thu",408,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
37,"admin.","single","university.degree","no","yes","yes","cellular","nov","wed",844,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
66,"retired","married","unknown","no","no","no","cellular","aug","mon",43,1,999,2,"failure",-2.9,92.201,-31.4,0.861,5076.2,"no"
45,"blue-collar","married","unknown","unknown","no","no","telephone","jun","wed",503,11,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
30,"admin.","married","university.degree","no","yes","yes","telephone","jul","tue",212,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"blue-collar","divorced","professional.course","no","yes","no","cellular","jul","fri",122,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
52,"technician","married","university.degree","no","no","no","cellular","aug","wed",15,7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
35,"admin.","married","high.school","unknown","no","no","telephone","jun","fri",238,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
32,"blue-collar","married","basic.6y","no","no","yes","telephone","may","wed",36,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
35,"services","married","high.school","no","no","yes","telephone","may","mon",116,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"admin.","married","unknown","no","yes","yes","cellular","apr","wed",61,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
57,"management","married","university.degree","unknown","no","no","cellular","aug","wed",73,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
31,"admin.","single","high.school","no","no","no","cellular","jul","mon",88,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
36,"management","married","university.degree","no","yes","no","cellular","nov","thu",302,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
40,"blue-collar","married","professional.course","no","no","no","cellular","jul","mon",674,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
53,"self-employed","married","university.degree","no","no","no","telephone","may","fri",404,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
25,"student","single","high.school","no","yes","no","telephone","oct","tue",17,1,999,0,"nonexistent",-1.1,94.601,-49.5,1.037,4963.6,"no"
39,"management","married","high.school","no","no","yes","cellular","jul","thu",245,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
35,"admin.","single","university.degree","no","yes","yes","telephone","may","tue",195,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
30,"admin.","single","high.school","no","no","yes","cellular","jul","wed",233,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
25,"technician","married","university.degree","no","yes","no","cellular","may","tue",127,1,12,1,"success",-1.8,92.893,-46.2,1.291,5099.1,"no"
47,"management","married","university.degree","no","yes","yes","cellular","nov","thu",109,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
51,"blue-collar","divorced","high.school","no","no","no","cellular","may","tue",131,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
38,"technician","married","professional.course","no","yes","no","cellular","apr","mon",136,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"admin.","married","university.degree","no","no","no","telephone","jun","fri",178,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
55,"management","married","university.degree","no","no","no","cellular","nov","wed",108,4,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
33,"technician","married","professional.course","no","no","no","telephone","may","wed",123,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
78,"retired","married","basic.4y","no","yes","yes","cellular","apr","tue",75,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
41,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","thu",337,22,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
31,"management","single","university.degree","unknown","yes","no","telephone","may","tue",174,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"blue-collar","single","basic.4y","no","no","no","telephone","may","thu",41,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
22,"student","single","unknown","no","no","no","cellular","jun","mon",77,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
28,"services","single","high.school","no","yes","no","cellular","jul","fri",273,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"blue-collar","married","professional.course","unknown","no","no","cellular","apr","thu",140,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
43,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",115,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
42,"management","married","unknown","unknown","no","no","telephone","may","fri",456,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"admin.","divorced","university.degree","no","no","no","cellular","may","mon",79,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
34,"admin.","married","university.degree","unknown","no","no","cellular","aug","wed",388,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
52,"technician","married","university.degree","no","no","no","cellular","nov","wed",164,1,999,1,"failure",-1.1,94.767,-50.8,1.048,4963.6,"no"
33,"blue-collar","married","basic.4y","no","no","no","cellular","nov","wed",419,5,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
45,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",246,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
32,"unemployed","single","high.school","unknown","yes","yes","telephone","may","fri",289,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
33,"admin.","single","university.degree","no","no","no","cellular","nov","thu",117,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
50,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",18,16,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
42,"technician","married","professional.course","no","yes","no","cellular","may","thu",251,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
34,"admin.","married","university.degree","no","no","no","cellular","aug","mon",62,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.843,5076.2,"no"
45,"blue-collar","married","basic.6y","no","no","no","cellular","aug","fri",311,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
